Id,predicted
25b881be-6dfa-4dfa-8e5a-6f6effc5e249_tha,โลก ของ ตนเอง
2bf59dd7-c1a4-4bfa-839b-e2672c52c9a8_tha,พวกเขา ไม่ มี 0 เป็น ห่างไกล กัน ตลอดไป
2c9fc442-1a17-45fa-9f4f-141930cd4468_tha,อยู่ นั้น สะอาด 0 ไม่ ป่วย 0 เวลา นั้น เกิด ความ พอเพียง 0 ชายหนุ่ม เกิด การทะเลาะ กัน
2fd6ff51-a8a2-499e-85cc-f194a32ddf6d_tha,เมื่อ ทั้งสอง ได้ เดินทาง มา ตาม ไป 0 ไม่ ได้ 0 “ ถ้า ผู้อื่น 0 ใน โรงเรียน ของ ที่ 0 3 0 ตาม ไป 0 ที่ ได้ ไป ที่ ใน เล็ก ๆ 0 ﻿ 0 ชวน ได้ 0 3 0 ของ ทุก ตัว 0 เพื่อ ไม่ ได้ 0 “ ได้
32d50216-4f6d-49ad-9433-81aab12005b0_tha,วัน สาม มา รอ        0 ไม่ ถึง อีก ครา
366224db-9b19-45fe-afc2-1659184e5444_tha,เมื่อ กลับ มาจาก บ้าน หลัง หนึ่ง เป็น เด็ก 0 จึง ได้ กลับมา มี บ้าน ของ ตา เป็น เด็กดี ต้อง ทำพิธี ผูก กับ พ่อ   0 ก็ กลับมา บ้าน หลัง หนึ่ง เป็น เด็ก ทั้งสอง กลับ มาจาก กรุงเทพฯ 0 เอื้อเฟื้อ ต่อกัน ตลอดไป
3befa5b9-3c7c-47af-9f88-13182809be5d_tha,มี นักเรียน ชาวบ้าน จะ ให้ กับ ตา 0 ฉัน และ เมตตา ต่อ คุณครู เคย เป็น อย่าง มีความสุข กับ ฉัน จะ ตาย
3f2b9e45-8d41-408a-a36f-640285f63131_tha,"มี ผม ของ ชาวบ้าน "" 0 รดน้ำต้นไม้ ด้วย"
44fb6f8f-86fc-4255-8b13-0c0cee3b50fe_tha,พระ อยู่ มา วันหนึ่ง พ่อ นก ที่ เขา กลับ ถึง บ้าน กลับมา ด้วย ความ ที่ ได้ นำ ผีเสื้อ พูด ขึ้น ว่า 0 เขา นำ ไข่ ที่ ต้น ลำเจียก ไว้ ให้ เขา อยู่ นั้น อยู่ ใน ทันใด
4524fabf-0e07-4b7f-8319-f917886d1479_tha,เมื่อ ชบา ถาม
497b1ad8-539b-4aa1-a8a0-9ab042ab0811_tha,เพื่อนฝูง ไม่ ดู อีก วันหนึ่ง มี อะไร ครับ
4f731aa7-b1ab-4fcd-9e00-0f37ecf592b9_tha,""" เป็น คน หนึ่ง ไม่ มี ใคร ต้อง ออก ไป ไม่ ได้ หรอก "" 0 “ : 0 ลุง เปี๊ยก จึง กระโดด ขึ้น ว่า “ เจ้า งู ได้ เห็น ดังนั้น งู ได้ เห็น ดังนั้น   0 ไป รุกราน และ ได้ เล่า ให้ ออก ไป ว่า ได้ เห็น ดังนั้น งู ได้"
543cc2b5-e718-47b6-8510-f8bd991e6478_tha,ต่าง จาก การ มี 0 ๆ 0 มี การ เดิน ไป ฝาก คุณตา 0 เดิน กลับบ้าน แล้ว นำ ลูก ๆ 0 คน เกิด ความ พอเพียง ตาม ธรรมชาติ 0 ตัว ดีใจ 0 อาศัย อยู่ ใน บ้าน คุณตา 0 กลับ ถึง บ้าน คุณตา 0 ยาย ดีใจ 0 เขา จึง นำ ลูก ๆ
5619aa7f-4b1a-47a9-a41e-dce5dd5af75e_tha,ณ 0 หมู่บ้าน ท่า เดื่อ 0 ซึ่ง เป็น โบราณสถาน 0 ทำไม หมู่บ้าน ท่า ทอง   0 เพราะ ทางเข้า ไร่   0 ซึ่ง เป็น หมู่บ้าน เรา มา ทำ อย่างไร   0 : 0   0 มี ผู้คน สุขใจ
5c5c3435-5934-4cde-8bd4-bb6b4d65533b_tha,"เมื่อ เห็น พราน สิงห์   0 จึง ชวน 0 และ ไม่ ขี้เกียจ และ คนไทย ไม่ ได้ เห็น ว่า   0 จึง วิ่ง มา เป็น เด็กดี   0 "" คุณแม่   0 "" 0 และ เอา แครอท มา ช่วยเหลือ 0 เหมือน และ ช่วยเหลือ ป้า เชื่อ ว่า   0 เพราะ ขี้เกียจ และ"
5d9cf303-71f7-4366-8af3-7ac33e1e8a29_tha,ขณะนั้น พวกเขา ได้ สำเร็จ
5e3a3480-d547-4d0b-bdc0-2f18a3e5184e_tha,เมื่อ เห็น ลุง ช้าง ได้ เห็น แม่ จึง ได้ ฟัง ทำไม 0 3 0 เมื่อ เห็น เจ้าหญิง ได้ ออก ไป ที่ เขา ได้ กิน ได้ ฟัง ยิ่ง 0 แต่ แล้ว รีบ ไป กิน ได้ 0 3 0 อาหาร เห็น จน ทำให้ พวกเรา ช่วยกัน ทำให้ ได้ เห็น จากนั้นมา เจ้า จ๋อ จอม
5fb01c30-9749-4a8c-9c26-2e594707f120_tha,ทันใดนั้น เอง ก็ โกรธ มาก จึง ได้ ยก ก้าม ของ เขา ก็ หวัง นอนหลับ อย่าง มีความสุข
638cc9ec-b4db-4013-91be-8b4754232678_tha,แต่ งู ใหญ่ ไป ซ่อน ไว้
74192351-5bbf-4e7f-8a67-a91a083c61d5_tha,เมื่อ เขา จึง พา น้อง หมี ช่าง สงสัย   0 และ ประกอบอาชีพ
7836836c-1ab2-4ab5-8b7a-be1fb8d41920_tha,เมื่อ ถึง ไม่ ได้ กระจัดกระจาย           0 ได้ มี ข้าว ที่ มาจาก ปัจจุบัน ในทันที
84cc2b95-f5be-443e-a85f-bb1867d2d388_tha,รอ มา แสน นาน   0 ขอทาน อ่อนล้า 0 ของ ที่ แจก มา         0 ไม่ ถึง สักที ขอทาน อ่อนล้า 0 ของ ที่ แจก มา         0 ของ ที่ แจก มา         0 ของ ที่ แจก มา         0 ของ มา         0 ของ ที่ แจก มา         0 ของ
8a0b45fa-cab8-404b-baf5-b221c33c40dc_tha,โปรด มี ใคร ได้ มี ก่อน ได้ ไหม 0 ต้อง มี ฝูง หนอน นี้ มี รูปร่าง ไม่ เคย ถูก พายุ พัด มา และ ทันใดนั้น 0 แต่ ด้วย เช่นกัน
8a28a196-5045-406f-bc64-6559e0bf73e1_tha,"มี ความพยายาม ของ ท่าน เรียก ว่า 0 "" ของ เธอ ร้องไห้ เลย ""  0 จึง ได้ ไป ติด ๆ 0 "" ของ เธอ ก็ได้ พบ กับ เพื่อน ทันที ว่า ทำไม เขา ก็ พบ ว่า 0 “ ของ เธอ ร้องไห้ วิ่ง ไป ทันที ว่า 0 “ ท่าน ลูก ๆ 0 """
8d9cfaa3-4a25-420c-b279-edda657375b2_tha,เมื่อ ชาย คน หนึ่ง 0 คุณตา คำ อ่อง เล่า ให้ แตก 0 คุณตา คำ อ่อง ชาย คนจน 0 หรือ หลวงพ่อ ผัน 0 : 0 อุดม ด้วย ความสงสัย 0                      0 ใน ใจ 0 งั้น ไฟ ไหม ลูก   0 ใน ใจ หนึ่ง 0 สามี จับ 0 หิว 0 : 0
927ee0e4-7fd9-4e09-99a6-7a4c23944a3c_tha,วันหนึ่ง มี ความอุดมสมบูรณ์ มี
a1c726be-c86c-4c8e-a6b6-be576e959e77_tha,ท่ามกลาง อากาศ กับ แม่ ว่า 0 ซึ่ง ก็ เอา มือ นั้น 0 ก็ เอา ไป เล่น กับ แม่ ไป หาอาหาร 0 เพราะ เป็นครั้งแรก ใน ป่า ไป 0 จึง เข้าไป นั้น 0 ก็ เข้าไป กับ ยาย ตาม ไป ไว้ บน โต๊ะ
a2562a8f-b957-40f5-a59f-8dae9e5f2bf4_tha,เมื่อ วันที่ พบ เจอ กับ ดอย ได้ พบ กับ นักท่องเที่ยว และ เมื่อ เล่น น้ำ ด้วย
a2f70594-3909-4bf7-9163-2e1b05141888_tha,ชายหนุ่ม ปล่อย หมึก น้อย ด้วย ความรัก เพราะ คน หนึ่ง นาม ว่า 0 แล้ว เศรษฐี ฝูง หนึ่ง มี ชาย ทั้งสอง จึง ตะโกน ต่อ ๆ 0 แล้ว เร ง ประเทศ 0 ๆ 0 แล้ว เศรษฐี ฝูง หนึ่ง มี ความอุดมสมบูรณ์ ใช้ 0 เพราะ มี ชาย ไหล ด้วย ความโมโห 0 ๆ มี เส้นทาง คดเคี้ยว
a6d42e51-0a51-4277-aeaa-d5a3b3bf4792_tha,ผลบุญ หนุน นำ     0 ช่วย ค้ำจุน ให้ 0 สุขกาย สุขใจ           0 ตลอดไป เอย
a7823ed5-dbdd-428c-bc16-a19381fad2a1_tha,ผู้ แจก เสียดาย       0 โชคร้าย ไม่ ได้ 0 จึง บอก อยาก ให้       0 รอ นะ พรุ่งนี้
a8d7a220-aaa9-4372-bb65-74926ff2d8a8_tha,ผู้ คนใน หมู่บ้าน ให้ ฟัง อย่าง มีความสุข
ab0320af-8b2b-4440-a87d-a4e176a18b99_tha,แต่ ต่อมา ได้ เป็น อาหาร ให้ กา กิน จน น้อยหน่า ช่วย ให้ ช่วย ตนเอง จะ ช่วย เสือ จึง จะ แพง 0 จึง จะ แพง เป็น พ่อ กับ ตน ช่วย ลูก นก จึง ได้ จะ แพง เป็น พ่อ กับ ตนเอง ช่วย ลูก นก เป็น กา ยา เสือ 0 จึง ให้ ออก
ac2d2c6b-0d5a-4c83-ba33-5992a721b942_tha,อยู่ ใกล้ หมู่บ้าน 0 มี ความอุดมสมบูรณ์ 0 เพราะ    0 ที่ ป่า 0 มี ป่า แห่ง นี้ มี เสื่อ ไม่ มี 0 ห่างไกล กัน อยู่ ใน หมู่บ้าน แสน สุข 0 เพราะ เป็น ผู้ เป็น ลำธาร พอเพียง 0 ทำไม เบิกบาน ทำงาน เลย
b0781e1e-094a-421c-bb94-6e6bf59a85b9_tha,วันหนึ่ง 0 3 0    0 มี
bbcd72ca-ad5c-4b3a-9f38-947188d045d0_tha,เรื่อง เ เซ ตา ได้ ขุด              0    0 เรื่อง นี้          0 ใน ประเพณี กิน ได้ 0          0 เรื่อง : 0 จึง ได้ เขา ได้         0 เรื่อง นี้          0 เรื่อง : 0 จึง ได้ ฝึก ให้              0 เรื่อง เ เค้น ที่ ตลาด   0
c0048b4c-fc66-4cb0-a5b3-5ee75c34ba1f_tha,ขณะที่ เพื่อน ที่ มี นั้น นั้น จะ ได้ เปลี่ยน ชื่อ นั้น ได้ มี ความ ใฝ่ เอา มา ที่ มี นั้น นั้น จะ แพง เมือง ที่ มี ความ ใฝ่ แพง ข้าง รั้ว ที่ ได้ นำ ไป นั้น มี นาย ดิน ที่ ได้ นำ น้ำ นั้น มี นาย มือ ที่ มี ความ
c1911da2-fafc-4ad3-847b-da9154416269_tha,"ทุก เช้า เวลา ผ่าน ไป ด้วย ความ ผิดที่ ตนเอง "" 0        0 ถิ่นฐาน บ้าน 0 และ เอา ไม้ ประหลาดใจ 0 พ่อ จะ เอา ทองคำ ไป ใน หมู่บ้าน ด้วย 0 พา น้อง วู้ ดดี้ เงียบ ไป ทาง ไป บ้าน 0 และ เอา ไม้ ไผ่ เป็น คน รู้เรื่อง นี้ "" 0"
c50c7791-3ea4-4d53-9c8a-eec9d56020e1_tha,ลำบาก แล้วก็ เดิน ไป เพื่อ ถวาย ในหลวง ”
cc2b7bbe-0cc2-409c-9481-3ddcba38c841_tha,น้ำท่วม ทะเล กับ ฉัน จะ ได้ กิน 0 จึง แอบ กิน แล้ว 0 กิน แล้ว 0 กิน อาหาร ไม่ ได้ กิน ไม่ ได้ กิน ไม่ ได้ 0    0          0 ทำให้ ทุก ตัว นั้น เกิด เช่นกัน
ced781f5-9303-401b-b2ec-cd772e3f30be_tha,ไป แหวก ฝูงชน 0 ﻿ แต่ มา อยู่ ใน แนว          0 ของแจก หมด ก่อน 0 แนว พ่อหลวง 0 และ อยู่ ใน แนว          0 ของแจก หมด ก่อน
d002c0f2-e953-421b-be6b-437578b61fd7_tha,เศรษฐี ร่ำรวย       0 มาก ด้วย เงินตรา 0 ﻿ ตระหนี่ หนักหนา      0 ไม่ ทำบุญ ทาน
d9b53da4-a571-4302-b761-5bbdfc29f272_tha,ทุก พระองค์ 0 รวมทั้ง ส่ง กลิ่นหอม เ เค้น ที่ นำมา ให้ คน ได้ ฟัง
d9d28ab2-22d0-4bc4-afac-0608aba7ee0d_tha,ระหว่าง ที่ อุดมสมบูรณ์ อยู่ กับ ลิง
dc060a5b-f8db-4397-aa90-fb87c4855308_tha,"ณ 0 ลำธาร   0 แต่ ยาย และ ยาย "" 0 แต่ เด็ก ๆ ยาย ออก ไป พบ แต่ เด็ก 0 อาศัย อยู่ ใกล้ ๆ   0 แต่ ยาย และ ยาย อยู่ ใน หมู่บ้าน บ้าง "" 0 ซึ่ง เป็น เด็ก ฉลาด 0 เด็ก เด็ก ฉลาด 0 แต่ ยาย เคลื่อน มา"
dc9b1db6-f169-43d0-8ae1-2c9b231736ec_tha,ตั้งใจ ทำงาน     0 ทำทาน ไม่ เที่ยว 0 ทำบุญ อย่าง เดียว    0 ไม่ เกี่ยวกับ ใคร
e16b1ae1-db48-4c27-97b1-294055d82fa3_tha,"เด็ก ทั้งสอง จึง เอา ในขณะนั้น เอง ล่ะ ""  0 "" เอา ปลา จึง ตั้งชื่อ ถนน เส้น ๆ 0 เพื่อ จะ เอา แครอท ที่เก็บ ไว้"
e31c9137-2851-4213-ba0d-056c08e169ee_tha,เด็กดี ต้อง เป็น เด็กชาย น้อย ต้อง จัด เอง จนถึง ปัจจุบัน
1c1fa153-f419-4a3d-b90f-1e3e8f230fb7_tha,มี ผัก วันนั้น นาย บุญ สูง     0 สวย เขา
1668d723-62ed-4ce0-94c7-e34d16b53a68_tha,"แม่มด 0 ตอนนี้ "" 0 ทำไม "" 0 "" 0 : 0๑ . นาง   0 งู ใหญ่ จัง เลย 0 ทำไม หรอ ครับ   0 .. 0 ทำไม "" 0 นาง   0 งู ใหญ่ ลอยน้ำ มา วันหนึ่ง   0 พระ "" 0 ทำไม "" 0 โบตั๋น 0 งู"
d330e247-72f4-4767-9dde-7b820f1b38df_tha,ทันใดนั้น เอง ”
9ecae442-e7c8-462b-b720-0ef6da539bf8_tha,ณ 0 ส่วน จ้อย ร่อย ถาม คุณตา และ สร้าง ปาก ด้าน
8d2e6ebf-97fd-45f3-9665-1cc3431c93ad_tha,วันหนึ่ง เขา ได้ สอน สอน สอน สอน พ่อแม่ สอน พ่อแม่      0 ควร เอา มือ โพ หัวเราะ จ้ะ   0 ไม่ มี พ่อแม่ และ พ่อแม่ และ พ่อแม่ และ นาย จ่อย และ เพื่อน ๆ   0 เพื่อน ๆ 0 พี่ ๆ 0 เพื่อน ๆ ใน สิ่ง ที่ พ่อแม่ และ พ่อแม่ และ
07e702e9-e80c-4e34-aeed-d5585d2c26e9_tha,แก่นเรื่อง 0 มีประโยชน์ คือ 0 ทุกคน กำลัง เผา ถิ่น ต่างๆ กัน 0 ! 0 เป็น สิ่ง ที่เกิด 0              0 เป็น ผู้ เป็น คน จึง พา กัน 0              0 เป็น สิ่ง ที่เกิด จาก อดีต
70af4733-e5f4-4df3-be6a-a1a79a6785eb_tha,คุณธรรม เพื่อ มา และ เวลา ไป ขาย
9ee1bc72-e95a-4c15-a03c-5b88b4c45f72_tha,หลาย วัน เสาร์ แสน สุข ตา สม สร วา กลับ มาจาก หลาย ปี 0 ก็ จะ สุข สรร สร้าง อา 0 เพื่อ สมัคร มากมาย ทับถม ที่นอน 0           0 เปิด ดู ความจริง 0           0 เปิด พุ่มไม้ ข้าง นอกบ้าน
c3cd744b-ad22-47e8-b5ac-60beaedf40e7_tha,เวลา ปลา และ ทุกคน รอ คุณครู
2d0fac53-c205-4389-a3b6-e0661e84bf01_tha,แต่ เพื่อน ๆ
9e818261-77a4-4238-919c-062e568e2955_tha,ฉัน มี อยู่ ด้าน
